numero_de_cliente	prob
31243201	2.19722059558516e-06
31245721	1.44965798129331e-05
31248351	6.75466738795328e-06
31250751	2.39782868145254e-06
31252911	0.000117154472495455
31262501	2.31194561363256e-06
31265131	1.20677811341282e-05
31266011	0.000369724752937366
31281451	1.08215426379876e-06
31284781	0.00258078622469694
31288761	3.91581887256244e-06
31290571	5.30143039304749e-07
31308471	6.51599965040694e-06
31330571	1.91142157196479e-05
31335021	1.93697115934526e-06
31344201	3.49979380022759e-07
31345371	1.02719392017346e-06
31363381	2.00228319134655e-05
31363791	1.56950075162936e-05
31367361	1.65989471185002e-05
31369641	0.000114124642230045
31383501	3.49420276276344e-06
31384321	2.88407380457972e-05
31389111	0.000134052321428811
31394611	4.37867105417867e-06
31404081	2.30798946943756e-06
31415371	9.76224439864964e-07
31417241	0.000385355783676999
31419111	5.86057753329116e-05
31433381	0.000139866331870192
31451631	2.41994981230747e-07
31463031	6.97723751751052e-05
31463621	3.14950971042495e-06
31474141	0.00231340625863681
31480751	4.13271126554408e-06
31482741	3.41079990593102e-06
31505961	3.26980259627134e-05
31506481	1.04258669870447e-05
31506951	6.98293164451259e-06
31511861	2.79359586451133e-06
31516131	1.69838026960469e-05
31522741	0.000185146764140137
31522801	6.89611007036365e-06
31527651	2.71364190868264e-06
31532041	1.94276411215474e-06
31540341	3.94144703823661e-06
31540811	1.14168905085237e-05
31544611	6.77633482299985e-06
31550231	9.42310940244782e-06
31558121	8.42300323076981e-07
31575371	1.14720588777721e-06
31595431	0.000281406454481661
31595781	0.00100847362717278
31607711	2.3618597587528e-06
31609471	2.52897962452598e-06
31618181	2.37755273872936e-05
31623271	6.55275088319389e-07
31629821	1.15951709504646e-06
31630111	2.09586319462087e-06
31637361	5.07178469148935e-06
31655611	1.7723837671134e-06
31656311	5.6607514608096e-05
31656371	9.84475481456099e-06
31657481	2.3632539926043e-06
31658651	9.95700432479834e-06
31663271	5.44129602460513e-06
31689351	5.87467901136427e-06
31714971	8.08191539170216e-05
31715261	3.54143464684685e-05
31716431	2.22749162697636e-05
31720701	9.01601259207465e-07
31721521	6.10126345232998e-05
31726661	1.61909243064336e-05
31727251	5.96522096865153e-06
31731461	2.6924842736997e-06
31739061	4.74238786854187e-06
31739531	0.0271427453490731
31743451	2.57686878552185e-05
31749061	6.92946643688719e-06
31759761	5.05981938109305e-07
31772631	1.60373561083015e-06
31774381	9.11186580667323e-07
31776551	1.83439115577504e-06
31776901	9.22447326456222e-06
31778361	5.10526066425677e-07
31780351	3.35589104730264e-06
31784211	9.35747443172093e-05
31794911	3.45676549924733e-06
31804791	6.68758276385462e-07
31815611	1.85573341227411e-05
31819241	1.34955764610106e-05
31819531	7.94532219939451e-05
31821581	6.91268149904121e-05
31825441	4.72796605423219e-05
31833451	7.88423535544158e-05
31842691	0.0283204637871549
31846431	0.000300169488558994
31849821	1.55432509598308e-06
31861111	9.65738247656338e-06
31869711	1.19879564859622e-06
31872631	2.39949023541653e-06
31879531	1.19446982932344e-05
31880821	0.000805231126059999
31882981	1.15848892452152e-05
31886551	1.47911125879134e-05
31889121	0.00188976679158551
31890761	0.000231413159398713
31892691	1.14901909669025e-05
31892751	4.39788517768672e-06
31903161	1.04739928306565e-06
31910291	1.0595874683655e-05
31924971	5.41456952320984e-06
31926201	5.73632273554638e-06
31927251	1.22948996630612e-06
31928071	1.39285995764358e-05
31928891	0.000831959812620439
31942811	3.01815509385318e-05
31972221	3.1821789401694e-06
31980881	0.00162026218930308
31985791	2.38922710884757e-06
31993981	5.37979034207512e-05
31999301	3.73789995259814e-06
31999941	1.72199331527795e-06
32003631	0.000153524150996314
32005381	9.47284997228769e-06
32005851	7.21427572547404e-06
32007431	2.04641828360036e-06
32015381	1.71089258287804e-06
32025911	3.22621819162462e-06
32028661	2.13735300968551e-06
32030411	2.137820345964e-07
32031291	2.40039466860561e-05
32033571	2.43202975440302e-05
32036321	2.9245942326675e-06
32042281	0.000305694868761686
32045211	2.49662185902107e-06
32051521	1.29800881069302e-05
32053691	4.7144144887408e-05
32054331	8.12024034452289e-07
32065851	5.45091759976253e-06
32071641	2.91139722631041e-07
32074861	1.56351441920973e-05
32084271	0.00078962780143078
32086321	0.00182894257116376
32100121	7.08273524312084e-07
32119891	5.96818010717822e-06
32122751	9.26426897959506e-06
32122991	2.57108382130587e-06
32127961	1.19380007776115e-06
32131821	8.16237350232143e-07
32132231	6.00211653190326e-06
32143751	3.82480569614891e-06
32149361	3.31395202893162e-05
32150941	7.1160131191708e-07
32151991	5.25341730114372e-05
32156321	8.41120604973412e-05
32159361	7.31503079001432e-06
32164861	1.83901892581109e-07
32172111	0.000138660219342243
32175091	1.6201798786194e-05
32178371	1.00002964485113e-05
32181291	1.16895143458664e-06
32185851	1.53241172311924e-05
32192171	3.35789830157893e-07
32192231	1.05253580080861e-05
32208951	2.99045545397838e-06
32210591	1.56778559820372e-06
32214041	2.11052259215064e-06
32219421	6.89949915101475e-06
32231061	2.29950602358581e-06
32241821	8.32602114907114e-06
32242871	8.23121483293621e-07
32243341	6.85395353698459e-06
32264041	2.19310980791522e-05
32266731	2.68391229521084e-05
32267551	2.48529675572706e-05
32269891	2.13251985057281e-05
32276731	7.0981038262916e-05
32280591	0.00288690681075962
32284801	5.83764356367227e-05
32286791	5.22413403162944e-06
32288661	0.00148194513371721
32302111	2.19854886243001e-06
32322171	3.34606314433347e-06
32322231	0.000126459962645275
32330421	2.66292436187332e-05
32336091	1.97760118691843e-06
32342001	6.32318784873739e-06
32349601	5.89159553427631e-06
32357961	3.01653349124073e-06
32373811	3.74212964443979e-06
32378371	7.52445101894811e-07
32384981	4.03402157052913e-06
32385861	0.000116581555081686
32388201	3.96637830179275e-05
32388721	2.3311225685199e-05
32398431	3.39408873563707e-05
32408021	7.33889303543348e-06
32409191	2.35090497233952e-05
32409601	3.89579479597756e-06
32418431	1.02973326759455e-05
32433231	8.06390258725706e-07
32438491	0.000146534613394154
32439951	0.000135507912698531
32440481	5.73304803102264e-05
32441181	3.16662664054256e-05
32444221	9.05709831188221e-06
32454921	6.7551412602089e-06
32457261	1.08047198563498e-06
32457321	2.83767991648804e-06
32460131	1.06439755306542e-06
32468431	0.0184987682094997
32472001	1.77828332537436e-06
32480771	6.54018655083428e-07
32488611	2.53452870310785e-05
32498901	1.1499742569245e-05
32498961	2.31942920901568e-06
32514811	1.06583960747588e-06
32515981	8.10615520932676e-07
32516501	4.73908277198548e-06
32529371	0.000300709139934637
32531651	7.15772009589353e-06
32537671	1.57808741714589e-06
32544981	1.49420742983299e-05
32545981	0.00408596732662065
32554281	1.54996222955257e-06
32554401	6.84588114324479e-07
32554751	8.67375179416434e-06
32556391	3.4615660719467e-06
32571711	2.81704632031808e-05
32576041	2.19958452032683e-05
32591941	1.18522913157187e-06
32594461	1.37080734837233e-05
32604811	2.31803428669993e-06
32618201	0.000765685750838443
32620951	8.48333018848202e-05
32629721	4.49708454934062e-06
32631301	2.29993773712241e-06
32678381	3.88288215730564e-06
32682181	9.22822055870788e-07
32687441	8.32870487692524e-05
32693991	2.09124201140014e-05
32703351	0.00230767347631854
32703411	2.00854122177487e-06
32705571	1.13109461175712e-05
32717911	2.3053665400436e-06
32723411	1.31508910962492e-05
32727441	9.6907320699175e-07
32753061	0.0011318288133155
32761891	0.00481757821964758
32769081	1.93365389345967e-05
32770371	0.000901739090677684
32773641	3.25779365198327e-05
32774051	4.84662435225344e-06
32776741	1.08818583552051e-05
32777971	2.81877451200786e-06
32780781	8.43151227238301e-06
32784401	3.61778748261646e-06
32791361	0.000223129124548486
32791421	0.000201447373852518
32791481	3.14628137320194e-06
32795051	3.06390881415618e-05
32796161	1.32988832295618e-05
32797151	1.84902736181447e-05
32797271	3.48225503306337e-06
32807971	2.06106302910018e-06
32809141	1.36564801918341e-05
32811601	1.55756620968576e-06
32820251	1.38235524405821e-06
32837621	2.589639256382e-06
32837681	6.80074394458367e-06
32844461	1.8677562379284e-06
32847331	2.20383080678597e-05
32855401	7.32740080824083e-07
32857741	2.92758752864162e-05
32859901	2.76131413716365e-06
32859961	8.13221815069716e-05
32862591	0.000229489847983401
32863351	1.57480310001333e-05
32867681	1.29391741830982e-05
32869201	6.3762655551419e-05
32871951	0.000101124784835651
32872301	2.64965551934298e-06
32874931	7.00807140223492e-06
32875401	0.000139869883055756
32877801	3.12597415367184e-06
32887801	1.67341457864143e-06
32898791	1.14039654939582e-06
32904701	2.0780214235361e-05
32913411	5.68443216430048e-07
32915871	8.5275371863027e-05
32917621	2.39381454170917e-06
32918031	1.0390770283446e-05
32920491	1.02191938329545e-06
32921831	3.02732026454113e-07
32922831	9.18440425359671e-05
32923531	5.01570898296929e-06
32934171	4.57399323303402e-05
32934931	9.76981367305372e-07
32936281	2.11396410334941e-06
32939791	1.37806873468042e-05
32947801	1.26538364655611e-06
32952241	5.65964810090609e-06
32959791	5.43818939658173e-07
32963241	8.36126310199029e-05
32972301	3.23929079396678e-06
32974761	1.02218575902859e-05
32984351	4.03604446065614e-05
32997391	0.651898455521228
33000431	8.52832377129218e-06
33001131	1.31120364044516e-05
33003471	2.14910637276397e-06
33005751	3.82197967141182e-07
33011251	3.85450428003201e-05
33012071	5.16866011017339e-06
33014411	9.57414138719005e-06
33030901	1.91004542579271e-06
33031661	0.00648505560126457
33041781	0.000162321433843053
33049611	2.66518309962547e-06
33050551	6.13619268296401e-06
33057861	0.000247791016026126
33058501	3.91348138741042e-06
33067041	5.73371858135738e-07
33067801	5.39698203579219e-07
33068331	1.17359256394082e-05
33070781	3.78981940554944e-06
33074471	1.05318303089772e-05
33075401	6.67772998135058e-07
33077391	1.49697243310146e-05
33091721	1.44293103427369e-05
33096571	3.44130074005696e-06
33097221	4.31975806636606e-05
33100611	5.39581571212567e-06
33100961	1.2419257585577e-05
33105051	6.4916315892141e-07
33116981	4.25322926752338e-06
33121021	1.14494575988164e-05
33125931	7.2359899640593e-07
33126221	7.61580138397115e-07
33132131	8.85528156345576e-05
33148211	5.35355427885502e-06
33149501	1.94249285980355e-06
33151251	1.4672788973431e-05
33157981	1.59672674969732e-05
33164941	4.759899771191e-06
33174411	2.87290727352763e-06
33177041	1.24095997052321e-05
33179381	2.48194203519194e-06
33186281	4.70724342874854e-06
33206401	0.000153589572929908
33208971	3.30416742553712e-06
33212601	3.00143752978201e-05
33214821	1.47220710877829e-05
33217221	3.99102689217795e-05
33220551	4.93001218956622e-06
33221841	5.85713197075695e-06
33236751	0.00349305553936802
33240961	1.88480606913521e-05
33242071	8.25988815415059e-05
33245991	2.46589207052654e-06
33246051	1.72835382319973e-05
33246461	1.47908015083e-05
33247101	1.14965368540356e-05
33251081	4.06568264000626e-06
33255931	1.69111026253606e-06
33256171	3.95189238274359e-05
33279091	8.89690060924832e-05
33284411	3.61143585413324e-05
33292251	1.67760114849143e-06
33293481	0.000113131088318066
33295821	0.000487816448193882
33307221	8.0580338221271e-07
33308861	4.3114722744623e-05
33315991	2.94477180064e-06
33316581	1.03255279490799e-05
33316931	7.26003118723362e-07
33318041	2.04882860200063e-05
33336051	3.03942956937839e-05
33337401	1.461231440128e-05
33354881	0.000157798599578677
33355881	9.61871369078756e-06
33360321	1.71202808507352e-06
33360791	1.07030020166443e-06
33366641	2.49407406737921e-06
33367401	9.09756047482545e-06
33374301	2.93283489071991e-07
33376111	0.000283445698043711
33377751	9.21621765480857e-06
33387221	3.0364698330515e-06
33390731	8.10484266672214e-05
33402841	6.2694429976155e-07
33407811	2.21366411341449e-05
33411961	0.000183979514254261
33413011	5.42854188183448e-06
33420031	1.47756619984481e-05
33438801	5.42488885698979e-07
33447341	5.44755991876823e-06
33449271	7.52661924175945e-06
33450911	1.91683674377482e-06
33453951	6.18098140560865e-06
33462251	9.04173652871805e-06
33473661	2.28215922315534e-06
33473951	1.08153362188793e-05
33479391	4.00343018564822e-06
33480211	3.62667151607343e-06
33480381	1.32825667537942e-06
33481901	5.04881244620462e-06
33484711	1.44088100733678e-06
33485061	2.09018271675903e-05
33486231	4.65657091232535e-05
33490031	5.27786349514962e-07
33495351	1.71704659295947e-05
33495471	1.17931886614654e-06
33499331	2.12517021054457e-05
33512021	1.00569545168131e-05
33520971	0.000636070756598636
33532901	0.00240122097467527
33545061	0.000140486963968772
33547521	5.92148182219939e-06
33549801	2.38959704694952e-06
33550851	5.54405033296912e-06
33552841	1.87202395646337e-06
33557111	1.14823619728098e-06
33562141	1.82294343118134e-06
33574361	1.01349471913104e-06
33586821	3.15478808906726e-05
33595591	9.77301621572584e-06
33605301	2.47772131415476e-06
33605531	0.000297079988360533
33606641	2.48437240139203e-06
33614131	6.96100278808945e-06
33615651	2.32104139308389e-05
33620911	6.53546049056653e-05
33622491	1.35914137143081e-06
33626761	1.97355726617866e-06
33632491	2.43342298855044e-05
33639741	8.1267889689658e-07
33640681	1.36482210210981e-05
33648341	7.21680668720351e-06
33649921	2.31102301293872e-05
33651031	1.4974597308083e-06
33657111	6.04037696486674e-07
33669391	1.75819316445032e-06
33669921	0.00747707750424923
33673721	2.54351284920617e-05
33685591	3.50723381093926e-05
33697231	4.09270255395209e-06
33697291	1.72316837771644e-06
33699391	0.000168999140279812
33709511	1.24692315307132e-06
33711731	7.43782786649343e-07
33719801	0.000775916011662976
33720681	3.35589238905149e-06
33726181	4.57332056093183e-06
33726761	4.01203195685567e-06
33731381	1.66247736616868e-06
33735181	8.9170177781103e-05
33735651	2.12383520193194e-06
33739221	4.65199805748907e-05
33742081	4.3265004552687e-05
33749571	7.90826495140038e-07
33751381	6.69009473227475e-05
33754481	1.08819806353345e-05
33765361	3.79035542503625e-07
33773141	1.72880982630772e-06
33774661	5.04222277937595e-07
33775241	4.95499022020836e-05
33778461	4.96792897095581e-07
33791971	2.48668520912104e-05
33797351	5.92784773502334e-07
33800621	0.06256806630432
33801441	1.11432665597164e-06
33805591	1.19809744794427e-06
33808811	4.12178181250052e-06
33814891	0.000472719416295032
33825071	0.046755136612478
33825241	0.000171159541397464
33828521	2.67112244426213e-05
33839921	1.04174369161602e-06
33857991	3.19183630763334e-06
33859981	3.78857581400233e-05
33863021	1.28871820964105e-06
33864251	7.9379681297494e-06
33864661	1.83621052654681e-06
33864951	3.471576735312e-06
33873021	7.15330894024112e-05
33881271	1.2633600605719e-05
33922031	1.05235393141853e-05
33930571	5.43420609651436e-05
33951271	4.53185115268379e-06
33951911	0.00014905955931666
33955191	4.80041783458457e-07
33956591	0.000151417723329192
33958051	9.8216742753675e-06
33959691	5.60271139176472e-07
33964951	5.35117871010274e-06
33965891	9.15211040425911e-06
33974601	0.000203983204429553
33975131	1.80039722484355e-05
33979631	3.1829723022226e-06
33989691	2.55976366697975e-05
33991331	3.33827981875805e-05
33992151	5.4063255430874e-07
33994601	1.00698576542127e-06
34007701	3.14643138189591e-05
34008231	5.66831204928102e-06
34010571	1.86734641439602e-05
34013611	5.49608268592455e-06
34015831	9.98619224940614e-06
34021741	7.96037390231318e-05
34030921	6.9808566688982e-06
34032441	9.02878754998518e-05
34041801	1.92349498871343e-05
34079341	5.35942784286986e-06
34086651	1.25488239451454e-05
34087121	6.02348458550065e-06
34090981	2.55218841973729e-06
34091741	2.92404999349379e-05
34107181	4.27353928334155e-06
34122031	7.16002711236383e-07
34123671	4.05576065216855e-06
34124371	1.16082271368688e-06
34125891	1.03558328290137e-05
34129751	2.79897983870464e-07
34130571	6.59308392262027e-06
34134021	0.000179437734236813
34139171	7.74193770607452e-06
34142621	5.00919272981493e-06
34144371	3.00523330875669e-05
34148351	6.009168753884e-06
34157471	1.72513300052788e-05
34167241	3.75281477995093e-07
34169751	2.05049214561015e-05
34175891	3.50703423147699e-06
34196481	1.6274198292968e-06
34198991	1.64036621546141e-05
34209931	3.68961116982837e-06
34212911	2.47156612278542e-05
34218701	2.926279075615e-05
34220281	2.96302374194959e-06
34227241	2.14405643915241e-06
34230691	6.39278027502663e-05
34250051	1.45114207511565e-06
34252501	1.41320124464786e-05
34253321	1.3121657211524e-06
34255661	8.87402470154087e-07
34256071	6.4807540398255e-06
34260751	7.78519820502358e-05
34266891	5.27158592777039e-05
34273671	0.00936553087449691
34275841	8.75188472879875e-06
34294491	5.73467732093527e-06
34295601	3.47331419481948e-06
34306951	3.02010167251229e-06
